USGG10YR Index;;GCAN10YR Index;;GUKG10 Index;;GDBR10 Index;;GFRN10 Index;;GBTPGR10 Index;
Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST
04.06.2009;3.7099;01.06.2009;3.457;01.06.2009;3.84;01.06.2009;3.669;08.06.2009;4.003;03.06.2009;4.475
05.06.2009;3.8279;02.06.2009;3.42;02.06.2009;3.893;02.06.2009;3.659;09.06.2009;3.965;04.06.2009;4.578
08.06.2009;3.8736;03.06.2009;3.357;03.06.2009;3.785;03.06.2009;3.573;10.06.2009;4.006;05.06.2009;4.618
09.06.2009;3.8559;04.06.2009;3.4;04.06.2009;3.849;04.06.2009;3.638;11.06.2009;4.014;08.06.2009;4.686
10.06.2009;3.9455;05.06.2009;3.44;05.06.2009;3.922;05.06.2009;3.722;12.06.2009;3.965;09.06.2009;4.688
11.06.2009;3.8543;08.06.2009;3.52;08.06.2009;3.868;08.06.2009;3.676;15.06.2009;3.868;10.06.2009;4.736
12.06.2009;3.7916;09.06.2009;3.536;09.06.2009;3.849;09.06.2009;3.636;16.06.2009;3.876;11.06.2009;4.74
15.06.2009;3.7113;10.06.2009;3.643;10.06.2009;3.921;10.06.2009;3.688;17.06.2009;3.836;12.06.2009;4.687
16.06.2009;3.6588;11.06.2009;3.543;11.06.2009;4.024;11.06.2009;3.698;18.06.2009;3.899;15.06.2009;4.602
17.06.2009;3.6882;12.06.2009;3.507;12.06.2009;3.974;12.06.2009;3.634;19.06.2009;3.845;16.06.2009;4.623
18.06.2009;3.8277;15.06.2009;3.508;15.06.2009;3.877;15.06.2009;3.522;22.06.2009;3.8;17.06.2009;4.591
19.06.2009;3.7808;16.06.2009;3.453;16.06.2009;3.899;16.06.2009;3.525;23.06.2009;3.834;18.06.2009;4.627
22.06.2009;3.681;17.06.2009;3.441;17.06.2009;3.785;17.06.2009;3.481;24.06.2009;3.814;19.06.2009;4.582
23.06.2009;3.6208;18.06.2009;3.514;18.06.2009;3.845;18.06.2009;3.547;25.06.2009;3.787;22.06.2009;4.58
24.06.2009;3.6851;19.06.2009;3.517;19.06.2009;3.81;19.06.2009;3.502;26.06.2009;3.756;23.06.2009;4.612
25.06.2009;3.5398;22.06.2009;3.437;22.06.2009;3.743;22.06.2009;3.45;29.06.2009;3.719;24.06.2009;4.567
26.06.2009;3.5363;23.06.2009;3.426;23.06.2009;3.74;23.06.2009;3.463;30.06.2009;3.729;25.06.2009;4.542
29.06.2009;3.4768;24.06.2009;3.453;24.06.2009;3.704;24.06.2009;3.45;01.07.2009;3.759;26.06.2009;4.508
30.06.2009;3.5326;25.06.2009;3.416;25.06.2009;3.706;25.06.2009;3.426;02.07.2009;3.687;29.06.2009;4.432
01.07.2009;3.5365;26.06.2009;3.407;26.06.2009;3.687;26.06.2009;3.391;03.07.2009;3.703;30.06.2009;4.434
02.07.2009;3.4946;29.06.2009;3.395;29.06.2009;3.616;29.06.2009;3.369;06.07.2009;3.67;01.07.2009;4.441
03.07.2009;3.4985;30.06.2009;3.364;30.06.2009;3.69;30.06.2009;3.386;07.07.2009;3.757;02.07.2009;4.384
06.07.2009;3.5063;01.07.2009;3.362;01.07.2009;3.77;01.07.2009;3.414;08.07.2009;3.728;03.07.2009;4.39
07.07.2009;3.4544;02.07.2009;3.35;02.07.2009;3.741;02.07.2009;3.328;09.07.2009;3.74;06.07.2009;4.386
08.07.2009;3.3081;03.07.2009;3.356;03.07.2009;3.729;03.07.2009;3.34;10.07.2009;3.698;07.07.2009;4.425
09.07.2009;3.403;06.07.2009;3.343;06.07.2009;3.668;06.07.2009;3.3;13.07.2009;3.706;08.07.2009;4.433
10.07.2009;3.3026;07.07.2009;3.331;07.07.2009;3.682;07.07.2009;3.318;14.07.2009;3.734;09.07.2009;4.462
13.07.2009;3.35;08.07.2009;3.276;08.07.2009;3.618;08.07.2009;3.277;15.07.2009;3.791;10.07.2009;4.451
14.07.2009;3.4703;09.07.2009;3.306;09.07.2009;3.79;09.07.2009;3.299;16.07.2009;3.753;13.07.2009;4.455
15.07.2009;3.6038;10.07.2009;3.277;10.07.2009;3.741;10.07.2009;3.259;17.07.2009;3.809;14.07.2009;4.467
16.07.2009;3.5689;13.07.2009;3.315;13.07.2009;3.673;13.07.2009;3.266;20.07.2009;3.795;15.07.2009;4.458
17.07.2009;3.6433;14.07.2009;3.428;14.07.2009;3.74;14.07.2009;3.304;21.07.2009;3.73;16.07.2009;4.413
20.07.2009;3.6063;15.07.2009;3.494;15.07.2009;3.8;15.07.2009;3.367;22.07.2009;3.73;17.07.2009;4.41
21.07.2009;3.4824;16.07.2009;3.425;16.07.2009;3.766;16.07.2009;3.337;23.07.2009;3.762;20.07.2009;4.368
22.07.2009;3.5443;17.07.2009;3.493;17.07.2009;3.813;17.07.2009;3.4;24.07.2009;3.773;21.07.2009;4.318
23.07.2009;3.6555;20.07.2009;3.437;20.07.2009;3.829;20.07.2009;3.417;27.07.2009;3.773;22.07.2009;4.315
24.07.2009;3.6578;21.07.2009;3.417;21.07.2009;3.794;21.07.2009;3.369;28.07.2009;3.706;23.07.2009;4.353
27.07.2009;3.7189;22.07.2009;3.448;22.07.2009;3.841;22.07.2009;3.38;29.07.2009;3.696;24.07.2009;4.379
28.07.2009;3.6856;23.07.2009;3.528;23.07.2009;3.967;23.07.2009;3.459;30.07.2009;3.696;27.07.2009;4.346
29.07.2009;3.6582;24.07.2009;3.55;24.07.2009;3.963;24.07.2009;3.477;31.07.2009;3.569;28.07.2009;4.283
30.07.2009;3.6074;27.07.2009;3.573;27.07.2009;3.968;27.07.2009;3.487;03.08.2009;3.618;29.07.2009;4.264
31.07.2009;3.4796;28.07.2009;3.551;28.07.2009;3.933;28.07.2009;3.427;04.08.2009;3.622;30.07.2009;4.253
03.08.2009;3.6333;29.07.2009;3.533;29.07.2009;3.968;29.07.2009;3.424;05.08.2009;3.604;31.07.2009;4.16
04.08.2009;3.6845;30.07.2009;3.564;30.07.2009;3.95;30.07.2009;3.43;06.08.2009;3.641;03.08.2009;4.172
05.08.2009;3.7459;31.07.2009;3.459;31.07.2009;3.801;31.07.2009;3.3;07.08.2009;3.751;04.08.2009;4.163
06.08.2009;3.7501;03.08.2009;3.463;03.08.2009;3.879;03.08.2009;3.344;10.08.2009;3.685;05.08.2009;4.147
07.08.2009;3.8502;04.08.2009;3.533;04.08.2009;3.852;04.08.2009;3.346;11.08.2009;3.667;06.08.2009;4.163
10.08.2009;3.7765;05.08.2009;3.58;05.08.2009;3.827;05.08.2009;3.339;12.08.2009;3.67;07.08.2009;4.213
11.08.2009;3.6677;06.08.2009;3.556;06.08.2009;3.732;06.08.2009;3.374;13.08.2009;3.645;10.08.2009;4.152
12.08.2009;3.7172;07.08.2009;3.615;07.08.2009;3.797;07.08.2009;3.51;14.08.2009;3.555;11.08.2009;4.188
13.08.2009;3.595;10.08.2009;3.558;10.08.2009;3.783;10.08.2009;3.483;17.08.2009;3.529;12.08.2009;4.192
14.08.2009;3.5688;11.08.2009;3.499;11.08.2009;3.81;11.08.2009;3.473;18.08.2009;3.543;13.08.2009;4.196
17.08.2009;3.4684;12.08.2009;3.52;12.08.2009;3.789;12.08.2009;3.456;19.08.2009;3.525;14.08.2009;4.141
18.08.2009;3.5092;13.08.2009;3.508;13.08.2009;3.786;13.08.2009;3.424;20.08.2009;3.518;17.08.2009;4.122
19.08.2009;3.4517;14.08.2009;3.473;14.08.2009;3.679;14.08.2009;3.317;21.08.2009;3.564;18.08.2009;4.113
20.08.2009;3.4313;17.08.2009;3.413;17.08.2009;3.605;17.08.2009;3.284;24.08.2009;3.556;19.08.2009;4.107
21.08.2009;3.5649;18.08.2009;3.421;18.08.2009;3.656;18.08.2009;3.295;25.08.2009;3.524;20.08.2009;4.083
24.08.2009;3.4755;19.08.2009;3.402;19.08.2009;3.586;19.08.2009;3.249;26.08.2009;3.492;21.08.2009;4.081
25.08.2009;3.4348;20.08.2009;3.396;20.08.2009;3.607;20.08.2009;3.255;27.08.2009;3.504;24.08.2009;4.112
26.08.2009;3.4329;21.08.2009;3.475;21.08.2009;3.642;21.08.2009;3.312;28.08.2009;3.52;25.08.2009;4.062
27.08.2009;3.4531;24.08.2009;3.438;24.08.2009;3.631;24.08.2009;3.305;31.08.2009;3.537;26.08.2009;4.04
28.08.2009;3.4456;25.08.2009;3.402;25.08.2009;3.551;25.08.2009;3.269;01.09.2009;3.545;27.08.2009;4.034
31.08.2009;3.3975;26.08.2009;3.399;26.08.2009;3.547;26.08.2009;3.235;02.09.2009;3.554;28.08.2009;4.054
01.09.2009;3.3625;27.08.2009;3.39;27.08.2009;3.557;27.08.2009;3.245;03.09.2009;3.59;31.08.2009;4.076
02.09.2009;3.3056;28.08.2009;3.398;28.08.2009;3.555;28.08.2009;3.25;04.09.2009;3.583;01.09.2009;4.09
03.09.2009;3.344;31.08.2009;3.375;31.08.2009;3.556;31.08.2009;3.257;07.09.2009;3.583;02.09.2009;4.106
04.09.2009;3.4378;01.09.2009;3.352;01.09.2009;3.56;01.09.2009;3.241;08.09.2009;3.622;03.09.2009;4.142
07.09.2009;3.4415;02.09.2009;3.327;02.09.2009;3.546;02.09.2009;3.231;09.09.2009;3.676;04.09.2009;4.139
08.09.2009;3.4823;03.09.2009;3.341;03.09.2009;3.593;03.09.2009;3.243;10.09.2009;3.607;07.09.2009;4.149
09.09.2009;3.4711;04.09.2009;3.375;04.09.2009;3.624;04.09.2009;3.242;11.09.2009;3.529;08.09.2009;4.161
10.09.2009;3.3472;07.09.2009;3.375;07.09.2009;3.635;07.09.2009;3.232;14.09.2009;3.55;09.09.2009;4.168
11.09.2009;3.347;08.09.2009;3.406;08.09.2009;3.675;08.09.2009;3.274;15.09.2009;3.56;10.09.2009;4.114
14.09.2009;3.4208;09.09.2009;3.424;09.09.2009;3.759;09.09.2009;3.362;16.09.2009;3.596;11.09.2009;4.038
15.09.2009;3.4541;10.09.2009;3.334;10.09.2009;3.678;10.09.2009;3.304;17.09.2009;3.621;14.09.2009;4.06
16.09.2009;3.469;11.09.2009;3.323;11.09.2009;3.61;11.09.2009;3.236;18.09.2009;3.628;15.09.2009;4.06
17.09.2009;3.3836;14.09.2009;3.365;14.09.2009;3.609;14.09.2009;3.257;21.09.2009;3.645;16.09.2009;4.062
18.09.2009;3.4632;15.09.2009;3.365;15.09.2009;3.618;15.09.2009;3.292;22.09.2009;3.659;17.09.2009;4.08
21.09.2009;3.4799;16.09.2009;3.383;16.09.2009;3.69;16.09.2009;3.337;23.09.2009;3.624;18.09.2009;4.075
22.09.2009;3.4445;17.09.2009;3.363;17.09.2009;3.729;17.09.2009;3.366;24.09.2009;3.564;21.09.2009;4.09
23.09.2009;3.4184;18.09.2009;3.395;18.09.2009;3.741;18.09.2009;3.376;25.09.2009;3.525;22.09.2009;4.101
24.09.2009;3.3813;21.09.2009;3.412;21.09.2009;3.74;21.09.2009;3.379;28.09.2009;3.533;23.09.2009;4.105
25.09.2009;3.3184;22.09.2009;3.419;22.09.2009;3.765;22.09.2009;3.395;29.09.2009;3.513;24.09.2009;4.038
28.09.2009;3.2797;23.09.2009;3.42;23.09.2009;3.751;23.09.2009;3.373;30.09.2009;3.537;25.09.2009;4
29.09.2009;3.2906;24.09.2009;3.403;24.09.2009;3.692;24.09.2009;3.305;01.10.2009;3.526;28.09.2009;4.009
30.09.2009;3.3053;25.09.2009;3.366;25.09.2009;3.61;25.09.2009;3.256;02.10.2009;3.481;29.09.2009;3.998
01.10.2009;3.179;28.09.2009;3.336;28.09.2009;3.627;28.09.2009;3.254;05.10.2009;3.473;30.09.2009;4.015
02.10.2009;3.2188;29.09.2009;3.333;29.09.2009;3.614;29.09.2009;3.229;06.10.2009;3.506;01.10.2009;4.114
05.10.2009;3.2205;30.09.2009;3.314;30.09.2009;3.592;30.09.2009;3.22;07.10.2009;3.469;02.10.2009;4.06
06.10.2009;3.2552;01.10.2009;3.259;01.10.2009;3.488;01.10.2009;3.157;08.10.2009;3.458;05.10.2009;4.048
07.10.2009;3.182;02.10.2009;3.263;02.10.2009;3.439;02.10.2009;3.122;09.10.2009;3.533;06.10.2009;4.062
08.10.2009;3.2477;05.10.2009;3.241;05.10.2009;3.401;05.10.2009;3.124;12.10.2009;3.514;07.10.2009;4.023
09.10.2009;3.3802;06.10.2009;3.294;06.10.2009;3.405;06.10.2009;3.158;13.10.2009;3.526;08.10.2009;4.002
12.10.2009;3.3783;07.10.2009;3.286;07.10.2009;3.385;07.10.2009;3.123;14.10.2009;3.581;09.10.2009;4.062
13.10.2009;3.3468;08.10.2009;3.364;08.10.2009;3.356;08.10.2009;3.115;15.10.2009;3.649;12.10.2009;4.053
14.10.2009;3.4136;09.10.2009;3.513;09.10.2009;3.453;09.10.2009;3.204;16.10.2009;3.618;13.10.2009;4.078
15.10.2009;3.4565;12.10.2009;3.519;12.10.2009;3.381;12.10.2009;3.182;19.10.2009;3.619;14.10.2009;4.128
16.10.2009;3.4115;13.10.2009;3.492;13.10.2009;3.402;13.10.2009;3.164;20.10.2009;3.548;15.10.2009;4.202
19.10.2009;3.3891;14.10.2009;3.528;14.10.2009;3.498;14.10.2009;3.227;21.10.2009;3.61;16.10.2009;4.17
20.10.2009;3.3407;15.10.2009;3.553;15.10.2009;3.569;15.10.2009;3.297;22.10.2009;3.579;19.10.2009;4.158
21.10.2009;3.3853;16.10.2009;3.482;16.10.2009;3.599;16.10.2009;3.286;23.10.2009;3.622;20.10.2009;4.09
22.10.2009;3.4132;19.10.2009;3.509;19.10.2009;3.605;19.10.2009;3.301;26.10.2009;3.627;21.10.2009;4.157
23.10.2009;3.49;20.10.2009;3.428;20.10.2009;3.539;20.10.2009;3.235;27.10.2009;3.55;22.10.2009;4.143
26.10.2009;3.5542;21.10.2009;3.451;21.10.2009;3.707;21.10.2009;3.319;28.10.2009;3.541;23.10.2009;4.19
27.10.2009;3.4448;22.10.2009;3.462;22.10.2009;3.707;22.10.2009;3.305;29.10.2009;3.621;26.10.2009;4.181
28.10.2009;3.4148;23.10.2009;3.502;23.10.2009;3.675;23.10.2009;3.348;30.10.2009;3.533;27.10.2009;4.096
29.10.2009;3.4974;26.10.2009;3.543;26.10.2009;3.697;26.10.2009;3.354;02.11.2009;3.542;28.10.2009;4.082
30.10.2009;3.3828;27.10.2009;3.485;27.10.2009;3.61;27.10.2009;3.269;03.11.2009;3.571;29.10.2009;4.147
02.11.2009;3.4145;28.10.2009;3.455;28.10.2009;3.607;28.10.2009;3.258;04.11.2009;3.605;30.10.2009;4.074
03.11.2009;3.4652;29.10.2009;3.501;29.10.2009;3.673;29.10.2009;3.324;05.11.2009;3.629;02.11.2009;4.063
04.11.2009;3.5237;30.10.2009;3.423;30.10.2009;3.619;30.10.2009;3.231;06.11.2009;3.649;03.11.2009;4.083
05.11.2009;3.5236;02.11.2009;3.439;02.11.2009;3.663;02.11.2009;3.237;09.11.2009;3.598;04.11.2009;4.111
06.11.2009;3.4971;03.11.2009;3.433;03.11.2009;3.722;03.11.2009;3.263;10.11.2009;3.565;05.11.2009;4.123
09.11.2009;3.4857;04.11.2009;3.482;04.11.2009;3.792;04.11.2009;3.318;11.11.2009;3.567;06.11.2009;4.132
10.11.2009;3.4724;05.11.2009;3.535;05.11.2009;3.854;05.11.2009;3.347;12.11.2009;3.588;09.11.2009;4.086
11.11.2009;3.4831;06.11.2009;3.525;06.11.2009;3.885;06.11.2009;3.364;13.11.2009;3.619;10.11.2009;4.042
12.11.2009;3.4438;09.11.2009;3.503;09.11.2009;3.835;09.11.2009;3.318;16.11.2009;3.582;11.11.2009;4.037
13.11.2009;3.4177;10.11.2009;3.499;10.11.2009;3.792;10.11.2009;3.28;17.11.2009;3.533;12.11.2009;4.052
16.11.2009;3.3343;11.11.2009;3.497;11.11.2009;3.755;11.11.2009;3.343;18.11.2009;3.547;13.11.2009;4.098
17.11.2009;3.3232;12.11.2009;3.511;12.11.2009;3.778;12.11.2009;3.362;19.11.2009;3.55;16.11.2009;4.07
18.11.2009;3.3638;13.11.2009;3.478;13.11.2009;3.795;13.11.2009;3.381;20.11.2009;3.534;17.11.2009;4.023
19.11.2009;3.3361;16.11.2009;3.403;16.11.2009;3.748;16.11.2009;3.323;23.11.2009;3.552;18.11.2009;4.04
20.11.2009;3.3656;17.11.2009;3.376;17.11.2009;3.672;17.11.2009;3.283;24.11.2009;3.513;19.11.2009;4.06
23.11.2009;3.3489;18.11.2009;3.414;18.11.2009;3.681;18.11.2009;3.289;25.11.2009;3.517;20.11.2009;4.061
24.11.2009;3.3027;19.11.2009;3.389;19.11.2009;3.659;19.11.2009;3.271;26.11.2009;3.439;23.11.2009;4.062
25.11.2009;3.2695;20.11.2009;3.382;20.11.2009;3.638;20.11.2009;3.254;27.11.2009;3.434;24.11.2009;4.047
26.11.2009;3.2694;23.11.2009;3.371;23.11.2009;3.665;23.11.2009;3.274;30.11.2009;3.419;25.11.2009;4.06
27.11.2009;3.2051;24.11.2009;3.288;24.11.2009;3.655;24.11.2009;3.254;01.12.2009;3.414;26.11.2009;4.054
30.11.2009;3.1978;25.11.2009;3.26;25.11.2009;3.634;25.11.2009;3.265;02.12.2009;3.422;27.11.2009;4.039
01.12.2009;3.2822;26.11.2009;3.214;26.11.2009;3.53;26.11.2009;3.166;03.12.2009;3.446;30.11.2009;4.017
02.12.2009;3.3099;27.11.2009;3.226;27.11.2009;3.545;27.11.2009;3.168;04.12.2009;3.487;01.12.2009;3.987
03.12.2009;3.3842;30.11.2009;3.223;30.11.2009;3.523;30.11.2009;3.159;07.12.2009;3.443;02.12.2009;3.981
04.12.2009;3.4722;01.12.2009;3.25;01.12.2009;3.547;01.12.2009;3.152;08.12.2009;3.412;03.12.2009;3.988
07.12.2009;3.429;02.12.2009;3.26;02.12.2009;3.591;02.12.2009;3.161;09.12.2009;3.424;04.12.2009;3.999
08.12.2009;3.3804;03.12.2009;3.242;03.12.2009;3.627;03.12.2009;3.177;10.12.2009;3.464;07.12.2009;3.952
09.12.2009;3.4328;04.12.2009;3.323;04.12.2009;3.709;04.12.2009;3.238;11.12.2009;3.471;08.12.2009;3.968
10.12.2009;3.4967;07.12.2009;3.285;07.12.2009;3.694;07.12.2009;3.185;14.12.2009;3.436;09.12.2009;4.012
11.12.2009;3.5498;08.12.2009;3.29;08.12.2009;3.696;08.12.2009;3.14;15.12.2009;3.478;10.12.2009;4.032
14.12.2009;3.548;09.12.2009;3.313;09.12.2009;3.666;09.12.2009;3.137;16.12.2009;3.423;11.12.2009;4.028
15.12.2009;3.5861;10.12.2009;3.359;10.12.2009;3.808;10.12.2009;3.178;17.12.2009;3.383;14.12.2009;4.008
16.12.2009;3.5975;11.12.2009;3.387;11.12.2009;3.859;11.12.2009;3.209;18.12.2009;3.383;15.12.2009;4.035
17.12.2009;3.478;14.12.2009;3.402;14.12.2009;3.832;14.12.2009;3.185;21.12.2009;3.438;16.12.2009;3.997
18.12.2009;3.5368;15.12.2009;3.405;15.12.2009;3.894;15.12.2009;3.236;22.12.2009;3.492;17.12.2009;3.967
21.12.2009;3.6745;16.12.2009;3.406;16.12.2009;3.885;16.12.2009;3.198;23.12.2009;3.526;18.12.2009;3.977
22.12.2009;3.7538;17.12.2009;3.374;17.12.2009;3.847;17.12.2009;3.142;24.12.2009;3.525;21.12.2009;4.038
23.12.2009;3.7481;18.12.2009;3.408;18.12.2009;3.776;18.12.2009;3.137;25.12.2009;3.522;22.12.2009;4.027
24.12.2009;3.8029;21.12.2009;3.508;21.12.2009;3.864;21.12.2009;3.194;28.12.2009;3.56;23.12.2009;4.044
25.12.2009;3.803;22.12.2009;3.6;22.12.2009;3.908;22.12.2009;3.264;29.12.2009;3.563;24.12.2009;4.048
28.12.2009;3.8402;23.12.2009;3.577;23.12.2009;3.992;23.12.2009;3.317;30.12.2009;3.595;25.12.2009;4.046
29.12.2009;3.7972;24.12.2009;3.596;24.12.2009;3.996;24.12.2009;3.322;31.12.2009;3.593;28.12.2009;4.064
30.12.2009;3.7856;25.12.2009;3.592;25.12.2009;3.995;25.12.2009;3.315;01.01.2010;3.594;29.12.2009;4.103
31.12.2009;3.8368;28.12.2009;3.592;28.12.2009;3.996;28.12.2009;3.352;04.01.2010;3.605;30.12.2009;4.141
01.01.2010;3.835;29.12.2009;3.624;29.12.2009;4.082;29.12.2009;3.368;05.01.2010;3.592;31.12.2009;4.142
04.01.2010;3.8155;30.12.2009;3.613;30.12.2009;4.066;30.12.2009;3.387;06.01.2010;3.607;01.01.2010;4.142
05.01.2010;3.7608;31.12.2009;3.613;31.12.2009;4.015;31.12.2009;3.387;07.01.2010;3.581;04.01.2010;4.108
06.01.2010;3.8215;01.01.2010;3.61;01.01.2010;4.015;01.01.2010;3.387;08.01.2010;3.572;05.01.2010;4.101
07.01.2010;3.8235;04.01.2010;3.607;04.01.2010;3.964;04.01.2010;3.391;11.01.2010;3.543;06.01.2010;4.12
08.01.2010;3.8297;05.01.2010;3.565;05.01.2010;4.016;05.01.2010;3.373;12.01.2010;3.523;07.01.2010;4.094
11.01.2010;3.818;06.01.2010;3.616;06.01.2010;4.053;06.01.2010;3.381;13.01.2010;3.528;08.01.2010;4.078
12.01.2010;3.7108;07.01.2010;3.637;07.01.2010;4.052;07.01.2010;3.37;14.01.2010;3.54;11.01.2010;4.057
13.01.2010;3.7908;08.01.2010;3.6;08.01.2010;4.063;08.01.2010;3.385;15.01.2010;3.504;12.01.2010;4.055
14.01.2010;3.7382;11.01.2010;3.609;11.01.2010;3.98;11.01.2010;3.347;18.01.2010;3.49;13.01.2010;4.089
15.01.2010;3.6744;12.01.2010;3.554;12.01.2010;3.934;12.01.2010;3.313;19.01.2010;3.512;14.01.2010;4.104
18.01.2010;3.6745;13.01.2010;3.598;13.01.2010;3.959;13.01.2010;3.303;20.01.2010;3.477;15.01.2010;4.073
19.01.2010;3.6919;14.01.2010;3.555;14.01.2010;3.982;14.01.2010;3.298;21.01.2010;3.454;18.01.2010;4.06
20.01.2010;3.6474;15.01.2010;3.499;15.01.2010;3.938;15.01.2010;3.262;22.01.2010;3.463;19.01.2010;4.063
21.01.2010;3.5858;18.01.2010;3.475;18.01.2010;3.937;18.01.2010;3.248;25.01.2010;3.452;20.01.2010;4.075
22.01.2010;3.6071;19.01.2010;3.486;19.01.2010;4.026;19.01.2010;3.277;26.01.2010;3.437;21.01.2010;4.075
25.01.2010;3.6265;20.01.2010;3.425;20.01.2010;4.014;20.01.2010;3.223;27.01.2010;3.447;22.01.2010;4.078
26.01.2010;3.6188;21.01.2010;3.392;21.01.2010;3.926;21.01.2010;3.207;28.01.2010;3.462;25.01.2010;4.046
27.01.2010;3.6479;22.01.2010;3.374;22.01.2010;3.921;22.01.2010;3.215;29.01.2010;3.461;26.01.2010;4.024
28.01.2010;3.6344;25.01.2010;3.383;25.01.2010;3.909;25.01.2010;3.217;01.02.2010;3.447;27.01.2010;4.086
29.01.2010;3.5844;26.01.2010;3.359;26.01.2010;3.878;26.01.2010;3.207;02.02.2010;3.454;28.01.2010;4.149
01.02.2010;3.6501;27.01.2010;3.353;27.01.2010;3.882;27.01.2010;3.2;03.02.2010;3.482;29.01.2010;4.115
02.02.2010;3.6405;28.01.2010;3.334;28.01.2010;3.939;28.01.2010;3.201;04.02.2010;3.43;01.02.2010;4.049
03.02.2010;3.7047;29.01.2010;3.353;29.01.2010;3.911;29.01.2010;3.196;05.02.2010;3.483;02.02.2010;4.056
04.02.2010;3.6058;01.02.2010;3.385;01.02.2010;3.898;01.02.2010;3.186;08.02.2010;3.505;03.02.2010;4.079
05.02.2010;3.5654;02.02.2010;3.374;02.02.2010;3.913;02.02.2010;3.195;09.02.2010;3.547;04.02.2010;4.064
08.02.2010;3.5597;03.02.2010;3.427;03.02.2010;3.915;03.02.2010;3.223;10.02.2010;3.521;05.02.2010;4.064
09.02.2010;3.6448;04.02.2010;3.367;04.02.2010;3.897;04.02.2010;3.163;11.02.2010;3.533;08.02.2010;4.095
10.02.2010;3.6897;05.02.2010;3.361;05.02.2010;3.883;05.02.2010;3.12;12.02.2010;3.498;09.02.2010;4.053
11.02.2010;3.7155;08.02.2010;3.352;08.02.2010;3.947;08.02.2010;3.145;15.02.2010;3.52;10.02.2010;4.022
12.02.2010;3.6928;09.02.2010;3.379;09.02.2010;3.964;09.02.2010;3.152;16.02.2010;3.523;11.02.2010;4.042
15.02.2010;3.6909;10.02.2010;3.427;10.02.2010;3.926;10.02.2010;3.198;17.02.2010;3.508;12.02.2010;4.055
16.02.2010;3.6569;11.02.2010;3.47;11.02.2010;4.024;11.02.2010;3.234;18.02.2010;3.539;15.02.2010;4.064
17.02.2010;3.7307;12.02.2010;3.463;12.02.2010;4.042;12.02.2010;3.192;19.02.2010;3.568;16.02.2010;4.06
18.02.2010;3.8012;15.02.2010;3.461;15.02.2010;4.064;15.02.2010;3.204;22.02.2010;3.537;17.02.2010;4.046
19.02.2010;3.7726;16.02.2010;3.454;16.02.2010;4.036;16.02.2010;3.205;23.02.2010;3.439;18.02.2010;4.068
22.02.2010;3.7955;17.02.2010;3.474;17.02.2010;4.03;17.02.2010;3.194;24.02.2010;3.413;19.02.2010;4.093
23.02.2010;3.6834;18.02.2010;3.491;18.02.2010;4.098;18.02.2010;3.251;25.02.2010;3.405;22.02.2010;4.09
24.02.2010;3.6909;19.02.2010;3.502;19.02.2010;4.172;19.02.2010;3.285;26.02.2010;3.403;23.02.2010;4.029
25.02.2010;3.6324;22.02.2010;3.506;22.02.2010;4.23;22.02.2010;3.27;01.03.2010;3.406;24.02.2010;4.023
26.02.2010;3.6117;23.02.2010;3.437;23.02.2010;4.173;23.02.2010;3.167;02.03.2010;3.411;25.02.2010;4.046
01.03.2010;3.6079;24.02.2010;3.448;24.02.2010;4.076;24.02.2010;3.135;03.03.2010;3.433;26.02.2010;3.996
02.03.2010;3.6041;25.02.2010;3.402;25.02.2010;4.03;25.02.2010;3.11;04.03.2010;3.425;01.03.2010;3.977
03.03.2010;3.6173;26.02.2010;3.391;26.02.2010;4.031;26.02.2010;3.101;05.03.2010;3.446;02.03.2010;3.969
04.03.2010;3.6022;01.03.2010;3.403;01.03.2010;4.076;01.03.2010;3.108;08.03.2010;3.453;03.03.2010;3.968
05.03.2010;3.6796;02.03.2010;3.39;02.03.2010;4.02;02.03.2010;3.116;09.03.2010;3.434;04.03.2010;3.959
08.03.2010;3.7157;03.03.2010;3.423;03.03.2010;4.032;03.03.2010;3.138;10.03.2010;3.451;05.03.2010;3.955
09.03.2010;3.7005;04.03.2010;3.419;04.03.2010;4.003;04.03.2010;3.123;11.03.2010;3.475;08.03.2010;3.954
10.03.2010;3.7215;05.03.2010;3.468;05.03.2010;4.063;05.03.2010;3.156;12.03.2010;3.462;09.03.2010;3.935
11.03.2010;3.7272;08.03.2010;3.504;08.03.2010;4.099;08.03.2010;3.165;15.03.2010;3.448;10.03.2010;3.933
12.03.2010;3.7006;09.03.2010;3.511;09.03.2010;4.05;09.03.2010;3.132;16.03.2010;3.422;11.03.2010;3.958
15.03.2010;3.6949;10.03.2010;3.537;10.03.2010;4.075;10.03.2010;3.153;17.03.2010;3.407;12.03.2010;3.958
16.03.2010;3.6493;11.03.2010;3.506;11.03.2010;4.149;11.03.2010;3.179;18.03.2010;3.432;15.03.2010;3.952
17.03.2010;3.6361;12.03.2010;3.537;12.03.2010;4.098;12.03.2010;3.167;19.03.2010;3.42;16.03.2010;3.934
18.03.2010;3.6759;15.03.2010;3.495;15.03.2010;4.064;15.03.2010;3.155;22.03.2010;3.392;17.03.2010;3.916
19.03.2010;3.6892;16.03.2010;3.446;16.03.2010;4.026;16.03.2010;3.139;23.03.2010;3.374;18.03.2010;3.946
